ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss,Page
411_barley,barley,932,BARLEY,大麦,245
413_buckwheat,buckwheat,2040,BUCKWHEAT,荞麦,245
414_wheatstraw,wheat straw,,,麦秸,245
419_hemp,hemp,,HEMP,麻,245
420_vegetable,vegetable,924,VEGETABLES,蔬菜,245
423_onionscallion,"onion, scallion",2366,ONION,葱,245
424_garlic,garlic,2368,GARLIC,蒜,245
425_ginger,ginger,2500,GINGER,姜,245
430_peabean,pea; bean,2574,BEAN OR PEA,豆,245
437_mushroom,mushroom,641,MUSHROOM,蘑菇,246
439_rice,rice,926,RICE,米,246
443_meat,meat,634,MEAT,肉,246
445_greasefat,"grease, fat",323,FAT (ORGANIC SUBSTANCE),脂肪,246
446_vegetableoil,vegetable oil,2555,OIL (FROM PLANTS),清油,246
448_seedofchinesepricklyash,seed of Chinese prickly ash,3395,SICHUAN PEPPER,花椒,246
450_egg,egg,744,EGG,蛋,246
451_soup,soup,1547,SOUP,汤,246
452_alcoholicbeverage,alcoholic beverage,404,ALCOHOL (FERMENTED DRINK),酒,246
454_tea,tea,1373,TEA,茶,246
456_medicine,medicine,1372,MEDICINE,药,246
457_chaffbran,chaff; bran,2363,CHAFF (HUSK),糠,246
461_thread,thread,1161,THREAD,线,246
462_cloth,cloth,1616,CLOTH,布,246
479_shoe,shoe,1381,SHOE,鞋,246
481_comb,comb,1475,COMB,梳子,246
484_earrings,earrings,770,EARRING,耳环,246
490_pillow,pillow,1044,PILLOW,枕头,246
493_straworpalmbarkraincape,straw or palm-bark rain cape,1662,CAPE,蓑衣,246
494_house,house,1252,HOUSE,房子,246
509_tile,tile,3404,TILE,瓦,246
511_wood,[wood],,WOOD,木头,246
512_plankboard,plank; board,1227,BOARD,木板,246
513_pillar,pillar,2045,COLUMN,柱子,246
514_door,door,1567,DOOR,门,246
522_gardenplot,garden (plot),586,GARDEN,园子,246
526_bed,bed,1663,BED,床,246
534_firewood,firewood,10,FIREWOOD,柴,246
544_cookingstovekitchenrange,cooking stove; kitchen range,859,STOVE,灶,246
548_bamboofoodsteamer,bamboo food steamer,3431,RICE STEAMER,蒸笼,246
551_ladle,ladle,2657,LADLE,勺子,246
555_chopsticks,chopsticks,1987,CHOPSTICKS,筷子,246
559_kettlepot,kettle; pot,854,KETTLE,壶,246
560_vatjar,vat; jar,270,JUG,缸,246
576_interest,interest,2062,INTEREST,利息,246
578_needle,needle,1382,NEEDLE (FOR SEWING),针,246
580_nailtack,nail; tack,502,NAIL (TOOL),钉子,246
585_key,key,1472,KEY,钥匙,246
586_stick,stick,1295,STICK,棍子,246
602_boatship,boat; ship,1844,BOAT,船,246
605_axe,axe,677,AXE,斧头,246
607_chisel,chisel,1979,CHISEL,凿子,247
608_saw,saw,3543,SAW (SOMETHING),锯子,247
615_plougshare,plougshare,,,铧,247
617_hoelarge,hoe (large),284,HOE,锄头,247
619_rope,rope,1218,ROPE,绳子,247
623_fertilizermanure,fertilizer; manure,2057,DUNG (ANIMAL FAECES),肥料,247
624_sickle,sickle,341,SICKLE,镰刀,247
626_triphammerforhullingrice,trip-hammer for hulling rice,,,碓（水碓）,247
629_sievesifter,sieve; sifter,3353,SIEVE (TOOL),筛子,247
630_winnowingfan,winnowing fan,2051,DUSTPAN,簸箕,247
637_arrow,arrow,977,ARROW,箭,247
647_paper,paper,648,PAPER,纸,247
651_speechwordslanguage,speech; words; language,2799,LANGUAGE OR WORD,话,247
659_drum,drum,908,DRUM,鼓,247
669_ghostspirit,"ghost, spirit",1175,GHOST,鬼,247
673_soulspirit,(soul); spirit,53,SPIRIT,灵魂,247
687_name,name,1405,NAME,名字,247
695_tracetrack,trace; track,,,痕迹,247
698_shadow,shadow,1388,SHADE,影子,247
699_dream,dream,2374,DREAM,梦,247
703_directionorientation,direction; orientation,3427,DIRECTION,方向,247
710_left,left,244,LEFT,左边,247
713_backbehind,"back, behind",1686,BEHIND,后边,247
714_outside,outside,762,OUTSIDE,外边,247
722_theupperpartupreachesabove,the upper part; up reaches; above,1753,TOP,上方（地势，河流）,247
738_today,today,1283,TODAY,今天,247
739_yesterday,yesterday,1174,YESTERDAY,昨天,247
752_atnightintheevening,at night; in the evening,,EVENING,晚上,247
767_the12animalsrepresentingthe12years,the 12 animals representing the 12 years,,,属相,247
771_month,month,1370,MONTH,月,247
781_nextyear,next year,515,NEXT YEAR,明年,247
797_one,one,1493,ONE,一,247
798_two,two,1498,TWO,二,247
799_three,three,492,THREE,三,247
800_four,four,1500,FOUR,四,247
801_five,five,493,FIVE,五,247
802_six,six,1703,SIX,六,247
803_seven,seven,1704,SEVEN,七,248
804_eight,eight,1705,EIGHT,八,248
805_nine,nine,1483,NINE,九,248
806_ten,ten,1515,TEN,十,248
808_twelve,twelve,1707,TWELVE,十二,248
824_hundred,hundred,1634,HUNDRED,百,248
826_thousand,thousand,1843,THOUSAND,千,248
832_ahalf,a half,816,HALF,一半,248
839_classifiersheetofpaper,classifier [sheet of paper],,SHEET (CLASSIFIER),张（纸）,248
842_classifierbirds,classifier [birds],2081,CHICKEN (CLASSIFIER),只（鸟）,248
845_classifiergrain,classifier [grain],2086,GRAIN (CLASSIFIER),粒（米）,248
848_classifiertree,classifier [tree],2721,TREE (CLASSIFIER),棵（树）,248
852_classifierhandfull,classifier [handfull],,,把（菜）,248
864_classifierclothes,classifier [clothes],2088,CLOTHING (CLASSIFIER),件（衣服）,248
876_classifierbackoffirewood,classifier [back of firewood],,,背（柴）,248
881_classifiersackofrice,classifier [sack of rice],,,袋（米）,248
889_classifierroom,classifier [room],,,间（房）,248
894_classifierweightunit,classifier [weight unit],,,两,248
899_classifierlengthunit,classifier [length unit],,,庹,248
910_day,day,1260,DAY (24 HOURS),天,248
914_ayearold,a year old,,,岁,248
916_step,step,1158,STEP,步,248
928_i,I,1209,I,我,248
931_you,you,1215,THOU,你,248
934_he,he,2642,HE OR SHE,他,248
964_big,big,1202,BIG,大,248
966_wide,wide,1244,THICK,粗,248
968_high,high,2790,HIGH OR TALL,高,248
969_lowshort,low; short,2484,SMALL (NOT TALL),低（矮）,248
972_long,long,1203,LONG,长,248
974_far,far,1406,FAR,远,248
975_near,near,1942,NEAR,近,248
976_wide,wide,1243,WIDE,宽,248
977_narrow,narrow,1267,NARROW,窄,248
980_thick,thick,1244,THICK,厚,248
982_deep,deep,1593,DEEP,深,248
985_empty,empty,1624,EMPTY,空,248
987_many,many,1198,MANY,多,248
990_round,round,1395,ROUND,圆,248
994_smooth,smooth,1234,SMOOTH,平,248
999_slantinglearning,slanting; learning,3075,SLANTED,偏,248
1002_verticalbestanding,"vertical, be standing",2375,VERTICAL,竖,248
1003_straight,straight,1404,STRAIGHT,直,248
1004_curvedcrookedbent,curved; crooked; bent,1698,CURVED,弯,248
1005_black,black,163,BLACK,黑,248
1006_white,white,1335,WHITE,白,248
1007_red,red,156,RED,红,248
1008_yellow,yellow,1424,YELLOW,黄,249
1013_dark,dark,706,DARK,暗,249
1014_heavy,heavy,1210,HEAVY,重,249
1015_light,light,1052,LIGHT (WEIGHT),轻,249
1018_early,early,672,EARLY,早,249
1019_late,late,477,LATE,迟；晚了,249
1020_sharp,sharp,1396,SHARP,尖；锋利,249
1023_muddyturbid,muddy; turbid,537,TURBID,浑浊,249
1028_dry,dry,1398,DRY,干,249
1031_waterythinporridge,watery/thin (porridge),207,SPARSE,稀（粥）,249
1035_soft,soft,1856,SOFT,软,249
1045_correctright,correct; right,1725,CORRECT (RIGHT),对,249
1047_real,real,1657,TRUE,真,249
1048_fraud,fraud,3069,FALSE,假,249
1050_new,new,1231,NEW,新,249
1051_usedold,"used, old",2113,OLD (USED),旧,249
1052_good,good,1035,GOOD,好,249
1053_badthings,bad (things),1292,BAD,坏,249
1057_tenderyoungplant,tender young (plant),,,嫩（植物）,249
1062_hot,hot,1286,HOT,热,249
1063_cold,cold,1287,COLD,冷,249
1064_lukewarm,lukewarm,,,温（水）,249
1068_easy,easy,686,EASY,容易,249
1069_fragrantsmell,fragrant (smell),376,FRAGRANT,香,249
1070_stinkingsmelly,stinking; smelly,42,STINKING,臭,249
1072_sour,sour,1906,SOUR,酸,249
1074_bitter,bitter,887,BITTER,苦,249
1076_salty,salty,1091,SALTY,咸,249
1078_astringentlikeunripe,astringent; like unripe,3837,ASTRINGENT,涩,249
1083_rich,rich,712,RICH,富,249
1089_dead,dead,1625,DEAD,死,249
1094_loud,loud,377,LOUD,响,249
1124_cliffyprecipitous,cliffy; precipitous,2717,STEEP,陡峭,249
1126_lovelike,love; like,1117,LIKE,爱,249
1129_presswithpalmoffinger,press (with palm of finger),1913,PRESS,按,249
1131_pullupweeds,pull up (weeds),3548,PULL UP WEEDS,拔（草）,249
1132_torakethefields,to rake (the fields),3127,RAKE (SOMETHING),耙（田）,249
1141_bindtieup,bind; tie up,1917,TIE,绑,249
1148_haveeatenonesfill,have eaten one's fill,106,SATIATED,饱,249
1149_hug,hug,928,EMBRACE,抱,249
1151_carryshoulder,carry (shoulder),413,CARRY ON SHOULDER,背,249
1155_closethemouth,close (the mouth),3547,CLOSE (MOUTH),闭（口）,250
1156_toplait,to plait,3295,BRAID (VERB),编（辫子）,250
1158_change,change,2857,CHANGE (BECOME DIFFERENT),变化,250
1160_tobeill,to be ill,1847,SICK,病,250
1161_patchclothing,patch (clothing),2243,REPAIR,补（衣服）,250
1168_stepontread,step on; tread,575,TREAD,踩,250
1169_hide,hide,602,HIDE (CONCEAL),藏（东西),250
1171_topokeinsert,to poke; insert,3071,INSERT,插（牌子）,250
1172_transplantriceseedlinginsert,transplant (rice seedling); insert,2064,SCATTER (SEEDS),插（秧）,250
1174_unseamclothing,unseam (clothing),,,拆（衣服）,250
1186_stirfrystir,stir-fry; stir,2162,STIR FRY,炒,250
1188_weighfood,weigh (food),1098,WEIGH,称（粮食）,250
1194_fillabowlwithrice,fill (a bowl with rice),2006,FILL,盛（饭）,250
1198_eat,eat,1336,EAT,吃,250
1212_putontheshoes,put on (the shoes),158,PUT ON,穿（鞋）,250
1218_blowthetrumpet,blow (the trumpet),176,BLOW (WITH MOUTH),吹（喇叭）,250
1225_twisthempfivers,twist (hemp fivers),3236,TWIST (TOGETHER),搓（绳）,250
1234_fight,fight,1423,FIGHT,打架,250
1240_tobet,to bet,,,打赌,250
1248_tothunder,to thunder,2378,THUNDER (VERB),打雷,250
1252_wearahat,wear (a hat),3428,WEAR (ON HEAD),戴（帽子）,250
1254_wearabracelet,wear (a bracelet),,,戴（手镯 ）,250
1256_toblockthewind,to block (the wind),2762,BLOCK (THE WAY),挡（风）,250
1263_getacquire,get; acquire,694,GET,得到,250
1264_wait,wait,1590,WAIT (FOR),等待,250
1265_earthquake,earth quake,6,EARTHQUAKE,地震,250
1269_toburn,to burn,2102,BURN,燃烧,250
1274_todrop,to drop,750,DROP,掉（下),250
1287_read,read,724,READ,读,250
1298_behungry,be hungry,1533,BE HUNGRY,饿,250
1318_fly,fly,1441,FLY (MOVE THROUGH AIR),飞,250
1319_dividesharethings,divide; share (things),1119,DIVIDE,分（东西）,250
1332_pullaquiltoveroneself,pull (a quilt over oneself),,,盖（被）,250
1339_cutmeat,cut (meat),2156,CUT (WITH KNIFE),割（肉）,250
1343_beontheothersideofariver,be on the other side of (a river),,,隔（河）,250
1345_give,give,1447,GIVE,给,250
1347_ploughtill,plough; till,1921,PLOUGH,耕,250
1348_tohook,to hook,,,钩,251
1357_topeninsheep,to pen in (sheep),,,关（羊）,251
1360_kneel,kneel,66,KNEEL,跪,251
1370_drink,drink,1401,DRINK,喝,251
1383_tochange,to change,,,换,251
1384_wavewield,wave; wield,3544,WAVE (VERB),挥动,251
1385_return,return,581,COME BACK,回,251
1405_squeezeformilk,squeeze (for milk),93,DRAW MILK,挤（奶）,251
1412_pickupfoodwithchopstickfastenthebelt,pick up (food with chopstick) [fasten the belt],1094,FASTEN,系（腰带）,251
1413_pickupfoodwithchopstick,pick up (food with chopstick),371,PICK UP,夹（菜）,251
1414_pickup,pick up,,GATHER,捡,251
1416_scissor,scissor,2155,CUT (WITH SCISSORS),剪,251
1419_exchange,exchange,2509,EXCHANGE,交换,251
1422_towatersprinkleirrigate,to water/sprinkle/irrigate,3078,IRRIGATE,浇（水）,251
1425_teach,teach,709,TEACH,教,251
1438_liftthelid,lift (the lid),501,LIFT,揭（盖子）,251
1442_toborrowmoney,to borrow (money),,,借（钱）,251
1443_toborrowtools,to borrow (tools),1823,BORROW,借（工具）,251
1444_soaksteep,soak; steep,2069,SOAK (VERB),浸泡,251
1452_livereside,live; reside,363,"DWELL (LIVE, RESIDE)",居住,251
1454_tosaw,to saw,1948,SAW,锯,251
1461_open,open,1156,OPEN,开（门）,251
1462_waterbeboiling,(water) be boiling,792,BOIL (OF LIQUID),开（水）,251
1474_roastinfire,roast in fire,,ROAST (SOMETHING),烤（火）,251
1477_tocough,to cough,879,COUGH,咳嗽,251
1478_bethirsty,be thirsty,847,THIRSTY,渴,251
1485_cryverbornounshouldbemadeclearlateron,"cry (verb or noun?, should be made clear later on)",1839,CRY,哭,251
1487_pulltug,pull; tug,1455,PULL,拉,251
1489_peppery,peppery,544,SPICY,辣,251
1493_old,old,1229,OLD,老的,251
1502_waterflow,(water flow),,,流水,251
1506_toleak,to leak,2253,DRIP (EMIT LIQUID),漏（水）,251
1513_benumb,be numb,2216,BECOME NUMB,麻木,251
1516_buy,buy,1869,BUY,买,251
1517_sell,sell,1571,SELL,卖,251
1521_birdscrychirp,(birds)cry/chirp,,,鸣（鸟）,251
1523_closethemouthlightly,close (the mouth) lightly,,,抿着（嘴）,251
1525_stroketouch,stroke; touch,1892,TOUCH,摸,251
1526_whetaknife,whet (a knife),251,SHARPEN (SOMETHING),磨（刀）,251
1527_grindflour,grind (flour),1033,GRIND,磨（面）,252
1533_twistatower,twist (a tower),3199,TWIST (AROUND),拧（毛巾）,252
1535_vomitthrowup,vomit/throw up,1278,VOMIT,呕吐,252
1536_peoplecrawl,(people) crawl,96,CRAWL,爬（人）,252
1546_compensate,compensate,,,赔偿,252
1552_chopfirewood,chop (firewood),3151,CUT (WITH AXE),劈（柴）,252
1553_float,float,1574,FLOAT,漂浮,252
1561_cutripopen,cut/rip open,,,剖,252
1562_pavelay,pave; lay,2071,LAY (VERB),铺,252
1566_ride,ride,367,RIDE,骑,252
1568_pullleadacowalong,pull/lead (a cow) along,43,LEAD (GUIDE),牵（牛）,252
1569_toowemoney,to owe (money),369,OWE,欠（钱）,252
1574_cutupvegetable,cut up (vegetable),2149,CHOP (INTO PIECES),切（菜）,252
1580_fullyrecoverfromanillness,fully recover (from an illness),1978,RECOVER,痊愈（病）,252
1587_heatupcoldrice,heat up (cold rice),1341,HEAT UP,热（饭）,252
1596_pisspee,piss; pee,592,PISS,撒（尿）,252
1597_scatterseeds,scatter (seeds),2064,SCATTER (SEEDS),撒（种）,252
1601_seepsweep,seep [sweep],230,SWEEP,扫,252
1613_stretchoutthearm,stretch out (the arm),214,STRETCH,伸,252
1634_tocomb,to comb,2070,COMB (VERB),梳,252
1635_loseagame,lose (a game),1660,LOSE,输,252
1638_fruitberipe,(fruit) be ripe,178,RIPE,熟（果子）,252
1643_flingtoss,fling; toss,1456,THROW,甩,252
1645_tieacowto,tie (a cow) to,2891,TIE UP (TETHER),栓（牛）,252
1648_suck,suck,1421,SUCK,吮,252
1649_say,say,1458,SAY,说,252
1650_tearuprip,"tear up, rip",1735,TEAR (SHRED),撕,252
1651_die,die,1494,DIE,死,252
1656_lockthedoor,lock (the door),,,锁（门）,252
1663_escaperunaway,escape; run away,2142,RUN AWAY,逃跑,252
1666_headache,(head) ache,1815,ACHE,痛（头痛）,252
1668_shavethehead,shave (the head),231,SHAVE,剃（头）,252
1674_licklap,"lick, lap",319,LICK,舔,252
1681_listen,listen,1608,LISTEN,听,252
1688_spitnounorverb,spit (noun or verb?),1440,SPIT,吐（痰）,252
1707_tosmell,to smell,1586,SMELL (PERCEIVE),闻（嗅）,252
1708_askquestion,ask; question,1309,ASK (INQUIRE),问,252
1715_beblind,be blind,1653,BLIND,瞎,252
1718_layeggs,lay (eggs),2464,LAY EGGS,下（蛋）,252
1719_rainfall,(rain) fall,2234,FALL (OF SNOW AND RAIN),下（雨）,253
1726_think,think,2271,THINK,想,253
1733_parepeelwithaknife,pare/peel with a knife,,PEEL,削,253
1735_laugh,laugh,1355,LAUGH,笑,253
1745_presspushdown,"press, push down",1913,PRESS,压,253
1746_castratechicken,[castrate (chicken)],,,阉（鸡）,253
1749_toitchtickle,to itch/tickle,3856,ITCH OR ITCHY OR ITCHING,痒,253
1754_scoopupwaterladleout,scoop up (water); ladle out,2788,LADLE (WATER),舀（水）,253
1755_wantneed,want; need,1784,WANT,要,253
1764_haveyou,have (you),773,HAVE,有（钱）,253
1793_waspssting,(wasps) sting,571,STING,蜇（马蜂）,253
1797_steam,steam,1193,STEAM,蒸,253
1799_weaveknit,weave; knit,2905,KNIT,织,253
1802_swell,swell,1573,SWELL,肿,253
1803_useorleanonawalkingstick,use or lean on (a walking stick),,,拄,253
1804_cookboil,cook; boil,1100,COOK (SOMETHING),煮,253
1806_turnaround,turn around,1444,TURN AROUND,转（身）,253
1813_catchcapture,catch; capture,702,CATCH,捉,253
1819_sit,sit,1416,SIT,坐,253
1823_loach,[loach],,,泥鳅,253
1829_leg,leg,1297,LEG,腿,253
1852_bark,bark,1204,BARK,树皮,253
1858_jar,jar,,,甄子,253
1863_price,price,657,PRICE,价,253
2073_cowlouse,[cow louse],,,牛虱,253
2075_distillersgrains,[Distillers grains],,,酒糟,253
2086_bamboopiece,bamboo piece,,,篾,253
2105_paint,paint,647,PAINT (PIGMENTS),漆,253
2109_stomachbirdcrop,stomach [bird crop],,,嗉子,253
2118_eaglefern,eagle fern,,,蕨菜,253
2121_pullupweeds,[pull up weeds],,,薅草,253
2124_xxlanguage,(xx language) ,1307,LANGUAGE,语言,253
